lemma	top	first_tag
مهدد	E	E3-/Q2.2
شيد	B	B1/O4.4
شيراك	Z	Z99
تنبيه	X	X2.2+/A15
محو	A	A1.1.2
مشتري	I	I2.2/S2mf
طبقي	O	O4.4
زنك	O	O1.1
أحق	A	A1.1.1
ٱندماج	O	O4.1
شجاع	E	E5
نوى-	X	X7
بتروكيماوي	O	O1
أوكسجين	O	O1.3
خد	B	B1
سجين	G	G2.1/S2mf
مسروق	G	G2.1-/A9
نفطي	O	O1.2
ممنوع	S	S7.4
نفع	S	S8
أبه	X	X5.2
أربعمائة	N	N1
جهي-	A	A1.1.2
معالج	Y	Y2
زكريا	Z	Z99
ثلاثي	S	S5+c
ٱستنتاج	X	X6
رخصة	G	G1.1/Q1.2
لبن	Z	Z99
متبقي	N	N5.2+c
دعاية	G	G1.2
كبر	N	N3.2+/A2.1
غضون	T	T1.3
دق-	X	X3.2
فرق-	A	A6.1
تخدير	B	B3
محلل	Y	Y2/S2mf
ترأس	S	S7.1
نقي	A	A5.4
تساقط	A	A1.1.2
متعلم	P	P1
تجاعيد	O	O4.4
هوى	E	E2
إسقاط	S	S7.1
ضلع	B	B1
سالمية	Z	Z99
لاق-	Z	Z99
قلبي	B	B1
أفسد	A	A6.1
وله-	Z	Z99
غموض	A	A10
سلك	O	O2
ٱستسلم	S	S7.1
ترويج	S	S8+/X9.2
تخلى	A	A1.7
راقص	K	K1
طارد	K	K5.1
أطروحة	P	P1/Q1.2
إضاءة	W	W2
قتيل	B	B2-/S2mf
ودي	S	S1.2.1
منقذ	S	S8+/S2mf
جاهلي	S	S9/S2mf
ٱصطاد	K	K5.1
مستوي	O	O4.4
زمالك	Z	Z99
تيمية	Z	Z99
فولفو	Z	Z3c/M3
منافق	A	A6.1-/X2.1mf
سلة	O	O2
وسيط	T	T1.1.2/S2mf
أح-	B	B2
وساطة	S	S8
إمساك	A	A9
بحار	M	M4/S2.2m
نفع-	Z	Z99
عمد-	X	X7
مفصل	S	S5
بكتيريا	L	L2c
ٱمتاز	A	A5.1
ٱنحباس	A	A10
سكوت	X	X3.2
نافذ	X	X9.2
لعين	J	JJ
مطالب	A	A12
ٱعتقل	G	G2.1
سها-	M	M6
ٱستهوى	O	O4.2
جنازة	L	L1-/S1.1.1
ٱعتذر	Q	Q2.2/S1.2.4
مزروع	S	S1.2.4
نقض	A	A6.1
أدر	I	I1.1
إذاعي	Q	Q4.3
مغامرة	X	X8
حرج	A	A12
ناقل	M	M2
ملاحظ	X	X3.4/S2mf
عصا	O	O2
تقليص	N	N5-/A2.1
مجمل	I	I2.2/S2mf
أضحى	Z	Z99
أنقذ	Z	Z5
يتم	Z	Z99
تويوتا	Z	Z3c/M3
بروة	N	N5.2
وقفة	O	O4.4/B1
طغى-	S	S7.1
مزاج	O	O1.1
جمهورية	G	G1.2
كيفي	A	A1.4
ناظر	A	A8
داكن	W	W2
تضاعف	Z	Z99
أينما	M	M6
حضن	B	B1
رمة	N	N5.1
أفلح	X	X9.2
حافة	M	M7/G1.1
واعد	A	A5.1+/A8
بلعوم	Z	Z99
تأييد	S	S8
فاطمي	Z	Z99
مكسب	A	A9
نجم-	A	A8
عاتي	S	S1.2.3
عز	S	S7.1
مشغول	A	A1.1.1/N5
إعدادي	N	N4
تعصب	X	X5.2
كسب-	A	A9
غنم	L	L2mfnc
تلاءم	Z	Z99
حيوية	Z	Z99
ٱتصف	Z	Z99
أسفر	Z	Z5/A2.2
كثر	N	N5+/A2.1
ٱنكسار	B	B2
معطي	A	A9-/S2mf
دونم	Z	Z99
سبح-	M	M4
سباحة	M	M4
إشباع	N	N5.1
مارق	S	S9/S2mf
مزيف	A	A5.4
عصمة	S	S3.2/G2.2
شخير	B	B1/X3.2
حلاق	B	B4/S2mf
ريق	Z	Z99
ٱختلال	E	E3
ٱنحناء	O	O4.4
هادي	S	S7.1+/S2mf
وصل	A	A2.2
تعارف	Z	Z99
شجاعة	E	E5+/S1.2
نشد-	X	X2.4
أردى	L	L1
بلدي	M	M7
تصدى	S	S8
مقدر	A	A5.1/S2mf
مكرم	S	S7.2
أمسية	T	T1.3
ليبرالي	A	A1.7
حزبي	K	K1/S1.1.3+c
عشق	S	S3.2
شيوع	A	A1.1.1
مخالفة	G	G2.1
نحل	L	L2mfn
ٱنتخب	G	G1.2/X7
إنجليز	Z	Z2
سان	S	S2.2m
مكث-	N	N5.2
عال-	A	A6.1
معدود	N	N1
رومانسي	S	S3.2
ٱستحقاق	S	S1.1.4
ديناميكي	X	X5.2
ٱعتراض	S	S8-/E2
حفر-	A	A1.1.1
أسأل	A	A6.1
شغف	X	X5.2
غزا-	G	G3
أنضج	O	O4.1/L3/F1
مخدر	B	B3
ٱستثمر	I	I1.1
أعمق	N	N3.3+/A2.1
ٱحتفالي	S	S1.1.1
هضم	F	F1/B1
مصلي	S	S9/Q2.2
نافع	A	A1.5.2
آباد	Z	Z99
مصلح	A	A5.1+/A2.1
شاهق	S	S1.2.3
مثبت	O	O1
ٱجتهد	X	X8
ٱلتهم	A	A1.5.1
مسرع	N	N3.8
حميد	A	A5.1
تموين	O	O2
ٱنقسام	N	N5.1
أوجس	E	E6
إ	Z	Z8mf
رخيص	I	I1.3
رصاصة	G	G3
برميل	O	O2
عميد	P	P1/S7.1+/S2mf
يساري	G	G1.2/S2mf
رأسمالي	I	I1.1
قصور	A	A5.1
صواب	A	A5.3
فوه	B	B1
تجوال	M	M1
عقرب	L	L2mfn
ٱكتظاظ	N	N5.2+/N5
أوجب	S	S6
عباية	B	B5
كبد	B	B1
موكب	K	K1/M1/S5
هضبة	N	N5.1
مستعمر	M	M7/S7.1+/S2mf
زر	B	B5
وطء	E	E4.1
حقد	E	E3
ستار	B	B5
جيه	Z	Z1mf
متجر	I	I2.2/H1c
قاصر	N	N5
ٱستراح	E	E3
هزيمة	X	X9.2
راشد	T	T3+/S2
ٱقتنع	Z	Z99
بلاستيكي	O	O1.1
قرنية	Z	Z99
عبدالحليم	Z	Z99
قرني	O	O2/X3.2
مستعمرة	M	M7/S7.1
علوي	Z	Z99
نهى-	S	S7.4
كهانة	Z	Z99
أسمر	O	O4.3
مدروس	X	X7
تفقد	X	X2.4
دان-	Q	Q2.2/E2
معضلة	A	A12
ذاب-	N	N5-/A2.1
ضاهى	A	A6.1
بشرة	Z	Z99
بادي	A	A8
سحب-	M	M2
خارق	A	A6.2
أضفى	I	I1
تحية	Q	Q2.2/S1.2.4
حيدر	Z	Z99
أصلة	L	L2
منجم	I	I4/H1c
يورانيوم	O	O1.1
هوائي	B	B1/L2
أجدى	N	N5
وحشي	E	E3
منحى	F	F4
فر-	A	A1.7
طحلب	L	L3
وفرة	N	N5
غاص-	M	M1
مانع	S	S8
فرحة	E	E4.1
شعيرة	O	O2
جزيء	O	O1
مجرم	G	G2.1
قاطن	H	H4
تخريب	A	A1.1.2
نمل	M	M1
لوز	L	L3
ٱستقطب	S	S5
ملكية	A	A9
فات-	T	T2
عالية	M	M6
تعين	Z	Z99
هداية	S	S8
غراب	L	L2
تنازل	S	S7.4
كاظمة	Z	Z99
مبالغة	N	N5.2+/Q2.2
رصيف	M	M3/H3
سحب	W	W4
أغلى	N	N5+/A2.1
ضاحك	E	E4.1+/X3.2
مفارق	A	A6.1-/X2.6
تضحية	S	S9
محمل	N	N5
ألذ	E	E4.2
مضطر	S	S7.1
قلد	A	A6.1
جب-	Z	Z99
ٱنقضاء	T	T2
سيجار	F	F3
مهيمن	S	S7.1
تقلب	A	A2.1
محاط	M	M6
عتبة	M	M1
بدلة	B	B5
توالي	N	N4
دراما	K	K4
مارتن	Z	Z1mf
در	O	O1.1
أدوارد	Z	Z1m
إسكندري	Z	Z2
تبدل	Z	Z99
نزعة	X	X7
ٱكتساب	A	A9
مس	Z	Z5
معتقل	G	G2.1/S2mf
كفاح	X	X8
تحدى	A	A2.2
زجاج	H	H1/S2mf
فرات	Z	Z2
أطاق	E	E2
عاود	Q	Q2.1/N6
أنبوب	O	O2
حريري	O	O4.5
حات	A	A1.1.2
صارخ	X	X3.2
صدارة	S	S7.1
ٱستدار	M	M1
تحسس	E	E1
طاف-	M	M2
مكافأة	S	S8
ألا-	A	A1.9
تصفية	M	M7
ٱعتيادي	A	A6.2
ٱطمئنان	E	E3
لطف	E	E3
قياء	W	W3
هشام	Z	Z99
أيسر	M	M6
مخيف	O	O4.2
وسام	O	O2
إتمام	T	T2
مستفيد	A	A9+/S2mf
خلط-	O	O1.1
خال	B	B1
ماس-	Z	Z99
مصاحب	S	S3.1
معاهدة	G	G3
عريض	N	N3.7
متحدث	Q	Q2.2/S2.2m
تشابه	A	A6.1
كفاية	N	N5.1
حزام	B	B5
هلام	O	O1.1/A2.1
نجار	I	I3.2/H1/S2mf
وداع	M	M1
بلاغة	Q	Q3/X9.1
راضي	E	E4.2
روما	Z	Z2
كفار	Z	Z99
مفدي	E	E2
مهدي	A	A9
ٱنتزع	N	N3.3
أرفع	N	N3.7
حشف	Z	Z99
ثابتة	X	X4.1
زلزال	W	W3
تعطيل	S	S8
رائي	Q	Q4.3/S2mf
آنف	N	N4
سفح	M	M2
تمدد	Z	Z99
أقال	A	A11.1
مزدحم	S	S5
مأكول	F	F1
قمير	Z	Z99
قصف	N	N5.2+/Q2.2
بغية	X	X7
مرصد	Z	Z99
عبده	Z	Z99
الٱثنا	Z	Z5
ومس-	B	B4
راهب	S	S9/S2.2m
صحاري	Z	Z99
متداول	M	M2
غمر-	M	M2
موصل	Z	Z99
إيراد	G	G1.1/I1
عامة	S	S2/N5c
ضبط-	A	A1.7+/G1.1
تنقيب	A	A1.1.1
غروب	M	M2
حاشية	N	N5
مبتكر	Y	Y1/S2mf
تكاثر	N	N5+/A2.1
راية	O	O2
ترافق	Z	Z99
منتظر	X	X2.6
خلاب	A	A5.2
رجاء	X	X2.6
زاهي	O	O4.2
وفاء	E	E4.2
ثنية	B	B1
كنيس	S	S9/H1c
حيلة	X	X4.2
قدسي	S	S9
زحف	M	M1
فاسد	G	G2.2
ٱختتم	X	X6
دراية	X	X2.2
طوكيو	Z	Z2
نحاس	C	C1/S2mf
مهد	H	H1
فريسة	A	A1.1.2/G2.1/S2mf
أن-	Q	Q2.2/E2
نم-	Q	Q2.2/A5.2
إدانة	Q	Q2.2/E2
رقمي	N	N1
سلطنة	Z	Z99
ٱستمتاع	E	E2
ٱشتراكي	G	G1.2
جذب-	M	M2
خدمي	S	S8
روى	A	A9-/O1.2
غول	S	S9
بولي	B	B1
تصدي	S	S8
مصداقية	A	A5.2+/A8
حرم-	Z	Z99
رويد	N	N3.8
ولف	A	A4.1
تنامى	Z	Z99
مثل-	A	A8
ذنب	A	A5.3
مهر	L	L2mfn
إخباري	X	X2.2+/T3
ٱختصر	N	N3.7-/A2.1
ترجع	Z	Z99
سمعي	K	K3
تهريب	G	G2.1
كهربي	O	O3/S2mf
عدنان	Z	Z99
مصادر	Z	Z99
أجبر	E	E3
تنقل	M	M2
سفارة	G	G1.1/S7.1+/S5
ٱنقلب	Z	Z99
رهبة	E	E5
إنسانية	S	S1.2.1
ٱحتواء	A	A1.8
بق	L	L2
مقتل	L	L1
هتف-	Q	Q2.2
ضيع	X	X9.2
تعود	Z	Z99
أضاع	X	X9.2
زجاجة	O	O2
بعير	L	L2mfn
عاتق	B	B1
لاع-	E	E3
ٱخترع	X	X2.1
شفى	B	B3
مستمع	X	X3.2/S2mf
مشي	T	T1.1.2
قمع	S	S8
حقاني	A	A5.4
ٱستكشاف	G	G3
وطأة	N	N3.5
قبض-	G	G2.1
نشوء	N	N3.2+/A2.1
عقلية	X	X2.1
أبتر	B	B3/S2mf
ٱنفرد	Z	Z99
حتمي	A	A4.1
مؤخر	T	T4
إكس	Z	Z99
أربعيني	N	N1
تركيبة	O	O4.1
جيولوجيا	Y	Y1
عريضة	Q	Q1.2
متظاهر	G	G1.2/S2mf
تظاهر	A	A11.2
منشأ	T	T2
كفاءات	P	P1
قرمة	Z	Z99
تأبه	Z	Z99
فيديو	Q	Q4.3
نابع	M	M1
موازي	A	A6.1
نبع-	M	M1
خضع	S	S7.1
ٱستنتج	X	X6
أعرابي	Z	Z99
كبر-	N	N5+/A2.1
حلب	F	F2
طليعة	S	S7.1+/S2mf
ركز-	B	B3
أنشودة	K	K2
رحيم	X	X2.5+/S1.2
أصم	X	X3.2
دائر	T	T1.1.2
قهر	S	S7.1
مختصر	N	N3.7-/A2.1
طل-	N	N5
موزع	A	A3
شيكاغو	Z	Z2
عر-	S	S7.2
مظاهرة	G	G1.2
ٱبتكر	X	X2.1
متبع	M	M1
توثيق	Q	Q1.2
مميزة	A	A6.2
جر-	M	M2
تركز	O	O1.2
بول	Z	Z1m
مظلم	W	W2
إمداد	A	A9
روجر	Z	Z1m
ٱستقطاب	A	A6.1
عدوى	B	B2
مجيء	M	M1
أسعد	E	E4.1
كرش	B	B1
ثغرة	N	N3.3
جرؤ-	E	E5
دمج	A	A1.8
بصير	Z	Z5
تقطيع	N	N5.1
إيجاب	A	A7
موسمي	T	T1.3
مخيم	S	S2.1/A8
ٱنصرف	Z	Z99
متلقي	A	A9
أنشر	T	T2+/N6
تعاوني	S	S8
ينبوع	O	O2
رباني	S	S9
نات-	S	S7.1
تثقيف	P	P1
سلحفاة	L	L2mfn
مرار	Z	Z5
أفضى	X	X2.2
غات	Z	Z3
جذع	B	B5
متطرف	G	G1.2/S2mf
رهيب	A	A5.1
طيار	M	M5/S2mf
مزج	A	A2.1
جلالة	Z	Z99
دفن-	A	A10
مفاعل	Y	Y1
أودع	O	O1.1
تطرف	G	G1.2
جبران	Z	Z99
جبار	N	N3.2
متخلف	X	X9.1
قر-	N	N5.2
تحريض	A	A2.2
ٱستضافة	Z	Z99
زحف-	M	M4
تخريج	P	P1/S4
لاقى	A	A1.2
حتم	S	S6
قرابة	A	A13.4
حفز-	E	E3
حبس-	S	S8
تمساح	L	L2mfn
مشع	Y	Y1
إسماعيلي	Z	Z5
حفل-	S	S5
بيانو	K	K2
صدقة	I	I1/S8
محفور	A	A1.1.1
أطال	N	N3.7+/A2.1
فأر	L	L2mfn
ديار	S	S9/S2.2m
دمر	A	A1.1.2
ساق-	M	M3
نعمة	S	S8
ٱقتناع	X	X2.1
نمر	L	L2mfn
متجه	M	M6
قر	O	O4.6
عيادة	B	B3
راغ-	A	A1.9
منتمي	A	A9
جزاء	S	S1.1.4
أصدق	A	A5.2
مغشوش	G	G2.2-/A5.2
رنين	X	X3.2
حزم	X	X6
رمز-	A	A11.1
ٱستشراقي	Z	Z99
بكى-	E	E4.1
خبيث	E	E3
لئن	A	A13.3
تفاؤل	X	X2.6+/A5.1
ضيافة	S	S1.2.1
فطرة	A	A6.2
بصرة	Z	Z99
ٱنسجام	Q	Q3/X9.1
بناية	H	H1
بكلوريوس	Z	Z99
مطمئن	E	E3
تبشير	S	S9
ألب	Z	Z2
مخلص	A	A5.4
شمول	A	A1.8
ممتلك	A	A9
عصي	G	G3/S2mf
ٱنتصر	Z	Z99
زوال	A	A10
هامشي	A	A11.1
ٱستثنى	Z	Z5
نسبية	Y	Y1
ثلاثاء	T	T1.3
تزامن	A	A1.4
أسامة	Z	Z99
مذيع	Q	Q4.3/S2mf
بادر	T	T2+/S2mf
تنوير	W	W2
سرادق	H	H1
طعم	B	B3
مبدئي	A	A11.1
ناقة	Z	Z8f
مطالبة	X	X7
ٱعترى	E	E6
مسكن	H	H1
جاب-	M	M1
تعايش	S	S5
راديكالي	N	N5+/A2.1
تعاطي	A	A1.1.1
ٱنحصر	Z	Z99
ٱكتتاب	Q	Q1.2/G1.1
غيار	A	A9/S1.1.2
حالم	X	X5.1-/S2mf
كتيب	Q	Q4.1
مكلف	Z	Z99
تابعي	Z	Z99
إعصار	W	W4
مشار	Q	Q2.1/N4
كلفة	I	I1.3
تلاشى	A	A10
متعب	A	A12
لف-	B	B5
عذراء	S	S9
زيف	A	A5.4
أنجب	Z	Z99
أحدق	M	M6
زخرف	C	C1/H1
ٱستغراب	X	X2.6
تعميم	A	A4.2
لندني	Z	Z2
تأخير	T	T4
متداخل	A	A6.1
طلبة	Z	Z99
عربة	M	M3fn
تهيأ	Z	Z99
زينة	O	O4.1
خزانة	G	G1.1/I1.1c
أبدع	T	T3
أعمى	X	X3.4-/B2
عي-	Z	Z99
مملوك	A	A9
حوت	L	L2mfn
ٱسترجاع	A	A9+/N6
سجادة	H	H5
شامخ	S	S1.2.3
بروتين	O	O1
تمرين	K	K5.1
كحول	F	F2
إخفاء	A	A10
حواري	P	P1/S2mf
منصة	M	M3/M7
شرطي	Z	Z99
سهرة	Z	Z99
ٱنسجم	M	M4
قامة	N	N3.7
حت-	A	A1.1.2
أحمق	S	S1.2.6
حسني	Z	Z99
مغزى	A	A11.1
أقنع	Q	Q2.2
ٱستماع	X	X3.2
غرار	S	S1.1.1
موسيقار	K	K2/S2mf
كابوس	X	X4.1/A5.1
ميراث	A	A9+/S4
إناء	M	M4fn
عذر	A	A2.2
نقاد	Q	Q2.2/S2mf
أوج	X	X5.2
نابلس	Z	Z99
خجل	G	G2.2
مستوطنة	M	M7
ٱغتصاب	G	G2.1-/S3.2
سباح	M	M4/S2mf
لي	O	O4.4
ممرض	B	B3/S2mf
تبديل	A	A2.1
توسعة	N	N3.2+/A2.1
مفسدة	G	G2.2
كلسيوم	O	O1
محرر	Q	Q4/I3.2/S2mf
خيانة	G	G2.1
فتش	X	X2.4
مطابقة	A	A6.1
مستغرب	Z	Z99
تقبل	A	A9
بهاء	O	O4.2
أحرى	N	N5
جائع	F	F1-/B1
عزيمة	X	X6
أمبير	O	O3
صيحة	Q	Q2.2/X3.2
مؤيد	S	S8+/S2mf
ٱستعانة	A	A1.5.1
مجهز	A	A9
كلبي	L	L2
ٱنطباع	X	X2.1
أهمل	A	A1.9
تحلل	A	A1.1.1
إحاطة	M	M6
سلمان	Z	Z1m
مضاف	N	N5+/A2.1
رحب	Q	Q2.2
غسيل	B	B5
مسبوق	Z	Z99
عرش	H	H5/S7.1
ناشط	G	G1.2/S2mf
نموذجي	A	A5.1
زايد	Z	Z99
غش	G	G2.2-/A5.2
زائدة	B	B1
أرسى	Z	Z99
مديد	T	T1.3
حفري	A	A1.1.1
رضيع	B	B1
مجد	X	X2.2
صنوبر	Z	Z99
قابع	S	S5
ميدالية	O	O2
قلما	N	N6
مصرف	I	I1/H1
صراف	I	I1/S2mf
مختلط	A	A6.3
حيال	Z	Z5
ليف	O	O1.1
ألزم	S	S6
منكر	N	N3.5
مشروب	F	F2
شفت	O	O2
مقدسي	Z	Z5
ٱختناق	A	A1.7
مفرد	N	N5
متشابه	A	A6.1
معلومة	Z	Z99
حجاز	Z	Z99
متفاوت	A	A6.1
كلوة	B	B1
رابط	A	A1.1.1
يحيى	Z	Z1m
كلاسيكي	A	A4.1
جوز	Z	Z99
بدني	B	B1
جف-	O	O1.2
ٱستهل	T	T2
آي	Z	Z8mf
تشكل	Z	Z99
تفاوت	A	A6.1
صداع	B	B2
نزل	H	H4
شقاء	E	E4.1
مخزون	A	A9
سواد	O	O4.3
تفاقم	Z	Z99
ٱستخلاص	B	B3
حسي	Z	Z99
معمور	S	S2
إلكتريك	Z	Z99
جزر	F	F1
همس-	Q	Q2.1/X3.2
مجنون	S	S1.2.6-/S2.2m
فتحي	Z	Z99
إكمال	T	T2
مندوب	G	G1.1/S2mf
بائس	E	E4.1
ٱستخراج	B	B3
تجول	M	M1
صاغ-	X	X2.1
عشية	Z	Z99
تزلج	K	K5.1
زن	X	X3.2
أكثرية	N	N5+++c
جسدي	B	B1
حذف	N	N3.7-/A2.1
خلي	S	S6
قبطي	S	S9/S2mf
جلب-	M	M2
شمل	I	I3.1/S5+c
إجمال	Z	Z99
زعم	Q	Q2.2/A5.2
ناشر	Q	Q4.1/S2mf
فخار	C	C1
ٱنشغل	Z	Z99
لاس-	X	X3.1
أضخم	N	N3.2
تبرير	G	G2.2
تشكيلة	A	A6.3
غزال	L	L2mfn
جماهيري	N	N5
خاطر	X	X1
مكمل	T	T2
ٱطرح	X	X7
قباني	Z	Z99
سخر-	Q	Q2.2/S1.2.4
سكة	M	M3
إبان	T	T1
طمأنينة	E	E3
رقيب	G	G3/S7.1+/S2mf
ظلمة	W	W2
إلمام	X	X2.2
مضي	T	T2
ٱنتهاك	B	B2
عاقل	S	S1.2.6
قطيعة	A	A1.1.2
ثلاثمائة	Z	Z99
رقي	A	A5.1+/A2.1
سكون	E	E3
ٱلتقاء	S	S1.1.3
سعلة	B	B2
سلف	S	S4/T1.1.1
مفاد	X	X2.1
هول	E	E5
متاعب	Q	Q2.2/E2
قسط	G	G2.2
ساد	S	S8
هرب-	M	M1
وهي-	Z	Z99
تدقيق	A	A5.3
ثعبان	L	L2mfn
ياسين	Z	Z99
هبة	A	A9
هبوط	H	H2
تعاظم	Z	Z99
مسطح	O	O4.4
ساري	X	X9.2
إفادة	S	S8
أبسط	A	A12
فجوة	N	N3.3
طي	A	A10
ٱنطلاقة	T	T2
توت	Z	Z99
كوميدي	E	E4.1
مدفوع	I	I1.1
أناء	S	S5+c
تلمس	X	X3.3
نيابة	S	S1.1.1
جبيل	Z	Z99
ٱثنا	Z	Z99
ذمة	S	S8+/A15
سطوة	E	E3
ٱهتدى	Z	Z99
ثلاثيني	T	T3
عطل	S	S8
ٱستبعاد	Z	Z99
مسعى	X	X8
سر-	E	E4.1
غ	Z	Z99
نيو	Z	Z99
هب-	S	S8
مشبوه	X	X2.1/A5.1
إضفاء	A	A9
تحطيم	A	A1.1.2
باهظ	A	A1.7
متراكم	A	A9
معلوماتي	Y	Y2/X2.2
دفاعي	A	A10
ريفي	G	G1.1c
ممتحن	X	X2.4
ٱنغلاق	A	A1.1.1
صلابة	O	O4.5
ٱندفاع	N	N3.8
سيلة	W	W3/M4
جولف	K	K5.1
حشري	Z	Z99
مطرد	T	T2
دأب-	T	T2
أط	Z	Z99
سبت	O	O2
شن-	I	I1.1/I3.1
ٱنصراف	M	M1
ضاغط	J	JJ
أطلع	Q	Q2.2
غرناطة	Z	Z3c
شن	M	M4
عبور	M	M1
جنيف	Z	Z2
خر-	Q	Q2.2/X3.2
نعى-	E	E4.1
منهاج	X	X4.2
ٱنحياز	O	O4.4
مكثف	N	N5
صلح	E	E3
تيسير	Z	Z99
باء-	M	M6
قطبي	W	W3
طالع	X	X2.4
تاج	Z	Z2
جحر	O	O2
كلينتون	Z	Z1mf
هروب	A	A1.7
حرر	A	A1.7
مراسل	Q	Q4.2/S2mf
جرار	M	M2
غاندي	Z	Z99
شكلي	S	S1.2.1
أسل	N	N3.8
ربوي	X	X5.2
ٱحتج	Q	Q2.2
شكر-	S	S1.2.4
وراق	Z	Z99
فضي	O	O4.3
صوري	S	S1.2.1
لباس	B	B5
مولى	S	S7.1+/S2.2m
رواج	I	I2.2/N5
جزية	I	I1.1/G1.1
شراع	M	M4
إلحاح	S	S7.1+/Q2.2
طمأن	A	A1.1.1/E3
حسم	M	M7
حرباء	L	L2
لقمة	F	F1/N3.2
غلبة	X	X9.2
مكنة	O	O2
ترعرع	Z	Z99
إيذاء	A	A1.1.2
مولود	Z	Z99
ٱسترخاء	A	A1.7
كر	E	E3
فرملة	M	M3
عوض	Z	Z99
تقرر	Z	Z99
أنطاكية	Z	Z2
أغلبية	N	N5+++c
عاطفة	E	E1
بروز	A	A11.1
ملتزم	X	X5.2
فوتوغرافي	C	C1
قيصر	Z	Z1m/T1.1.1
ٱنتسب	Z	Z99
مقنع	A	A7
سارق	G	G2.1-/S2mf
رافع	M	M2
ٱستمرارية	T	T2
منفذ	M	M1
معتدل	N	N5
جموع	N	N5
خطر-	A	A2.1
شوق	X	X7
هادف	X	X7
شاليه	H	H1
معلن	Q	Q2.2/S2mf
تحري	X	X2.4
واقي	S	S8
تحرى	X	X2.4
ٱصطدام	A	A1.1.2
غارق	L	L1
جمر	O	O2
عسى	A	A7
أجاز	S	S7.4
إسترليني	I	I1
زنزانة	Z	Z99
مرشد	S	S8
واقف	M	M6
متين	O	O4.5
مدمج	N	N3.2
قت	Z	Z5
بهر-	X	X3.4-/B2
رشح	X	X7+/Q2.2
صدق-	Z	Z99
منسي	X	X2.2
نسوة	S	S2.1f
همام	S	S1.2.2
منقار	L	L2
شحم	N	N3.2
قناعة	E	E4.2
أودى	A	A1.1.2
ألفي	Z	Z99
مسن	S	S7.1
مصمم	X	X6
باني	H	H1
تحفيز	Z	Z99
قهر-	X	X9.2
تفصيلي	A	A4.2
شين	M	M1
حبس	A	A1.7
مرق	F	F1
واثق	A	A4.2
متشدد	G	G1.2/S2mf
حمض	O	O1
مورثة	B	B1
أديم	B	B1
إنجاب	Z	Z99
تزييف	A	A5.4
ضاعف	N	N5
طمح-	S	S1.2.2
مستند	Z	Z5/A2.2
صلصة	F	F1
حسد-	S	S1.2.2
شاذ	Z	Z99
نقلة	M	M6/A2.1
مستنقع	W	W3
مرجو	Q	Q2.2
لب	A	A11.1
ملأك	S	S9mf
أتبع	M	M1
ٱستوطن	H	H5
لطيف	O	O4.2
صميم	N	N3.3
جم	N	N5
خاصية	A	A4.2
ٱحمر	E	E1/B1
جاك	Z	Z1mf
ٱلتصق	A	A1.7
أبوظبي	Z	Z99
ضريح	L	L1-/H1
عاقبة	A	A2.2
بديعة	A	A5.1
إظهار	Q	Q1.1
خيبة	E	E4.2
عطار	B	B3/S2mf
سرد	N	N1/N4
زبيدة	Z	Z99
تلقاء	Z	Z5
إفتاء	Z	Z99
حجب	A	A10
قصار	K	K5.1/H2
سالف	N	N4
ناصري	Z	Z5
صومعة	Z	Z99
ختل-	N	N5
وسع-	Z	Z99
إفساد	G	G2.2
أنذر	X	X2.2+/A15
أثقل	A	A12
راسخ	A	A1.8
تبريد	O	O4.6
نجا-	A	A1.7
ٱزدحام	S	S5+c
أسهل	M	M2
أليم	B	B2
جدر-	A	A1.2
صويا	F	F1
آني	A	A5.4
غزالي	Z	Z99
دبابة	O	O2
مستورد	I	I2.2/S2mf
أندريه	Z	Z1m
رقي-	M	M1
قذف-	G	G3
مجيب	S	S1.1.2
ظر	O	O1.1
أجير	I	I3.1/S2mf
سلفي	Z	Z99
دوحة	Z	Z99
تسمم	E	E3
متدين	S	S9
صحب-	S	S1.2.1
مجر	W	W1
فوري	N	N3.8
كرتون	O	O1.1
عنب	F	F1
بربري	Z	Z2
جحيم	S	S9
شبابي	T	T3
سياج	H	H2
متناول	F	F1/B1
ملأ-	H	H4
منظف	O	O4.2
طمع	S	S1.2.2
خبر-	Z	Z99
فيدرالي	Z	Z99
حضر	A	A1.1.1
بشار	Z	Z99
وثق-	E	E6
هكتار	N	N3.6
تصحر	W	W5
ٱسترداد	A	A9+/N6
أنس	Z	Z99
أحيى	X	X5.2+/A2.2
إتاحة	A	A9
تتبع	A	A1.1.1
وافي	S	S6
مقلى	Z	Z99
تعاطى	Q	Q4.3
ٱنتحاري	L	L1
جلي	A	A7
ٱحتفل	E	E4.1
دش-	S	S5+c
آذى	B	B2
تخصصي	A	A4.2
تعميق	N	N3.3+/A2.1
إباحة	S	S7.4
تعارض	E	E3
حدق-	A	A1.8
نبرة	A	A11.1
تنبؤ	Q	Q2.2/T1.1.3
مصغر	N	N5-/A2.1
محسوب	X	X7
أبدي	T	T2
تشغيلي	A	A1.1.1
قطن-	H	H4
ٱستعراض	Q	Q4
حمص	Z	Z99
تطهير	Z	Z99
نبوءة	Q	Q2.2/T1.1.3/S9
فيتنام	Z	Z2
عجب-	Z	Z99
تمايز	Z	Z99
جبر	S	S7.1
صقر	L	L2mfn
كاليفورنيا	Z	Z2
جريء	O	O4.1
تنبه	Z	Z99
مصحوب	S	S3.1
صراط	X	X4.2
ٱجتاز	X	X9.2+/S7.3
أحفظ	E	E3
خصيص	A	A14
مساندة	S	S8
صالون	Z	Z99
